  0.000000E+00  0.407274E-02
  0.500000E+01  0.356407E-02
  0.590000E+01  0.364522E-02
  0.635000E+01  0.363450E-02
  0.680000E+01  0.370156E-02
  0.725000E+01  0.357946E-02
  0.770000E+01  0.382214E-02
  0.815000E+01  0.371440E-02
  0.860000E+01  0.397782E-02
  0.905000E+01  0.348215E-02
  0.950000E+01  0.368618E-02
  0.995000E+01  0.364038E-02
  0.104000E+02  0.369747E-02
  0.108500E+02  0.344428E-02
  0.113000E+02  0.361784E-02
  0.117500E+02  0.385313E-02
  0.122000E+02  0.358580E-02
  0.126500E+02  0.370342E-02
  0.131000E+02  0.364524E-02
  0.135500E+02  0.368464E-02
  0.140000E+02  0.367970E-02
  0.144500E+02  0.365328E-02
  0.149000E+02  0.368105E-02
  0.153500E+02  0.386555E-02
  0.158000E+02  0.389980E-02
  0.162500E+02  0.386531E-02
  0.167000E+02  0.404258E-02
  0.171500E+02  0.409247E-02
  0.176000E+02  0.404476E-02
  0.180500E+02  0.408071E-02
  0.185000E+02  0.420968E-02
  0.189500E+02  0.427272E-02
  0.194000E+02  0.420850E-02
  0.198500E+02  0.412629E-02
  0.203000E+02  0.409509E-02
  0.207500E+02  0.383327E-02
  0.212000E+02  0.351573E-02
  0.216500E+02  0.308790E-02
  0.221000E+02  0.268880E-02
  0.225500E+02  0.228198E-02
  0.230000E+02  0.170938E-02
  0.234500E+02  0.128704E-02
  0.239000E+02  0.811860E-03
  0.243500E+02  0.417370E-03
  0.248000E+02  0.924192E-04
  0.252500E+02  0.217450E-05
  0.257000E+02  0.314853E-05
  0.261500E+02  0.152055E-05
  0.266000E+02  0.000000E+00
  0.270500E+02  0.142105E-05
  0.275000E+02  0.229155E-05
  0.279500E+02  0.399304E-05
  0.284000E+02  0.343778E-05
  0.288500E+02  0.249853E-05
  0.293000E+02  0.161492E-05
  0.297500E+02  0.783216E-06
  0.302000E+02  0.266017E-05
  0.306500E+02  0.737896E-06
  0.311000E+02  0.143339E-05
  0.315500E+02  0.139280E-05
  0.320000E+02  0.236932E-05
  0.324500E+02  0.987458E-06
  0.329000E+02  0.160105E-05
  0.333500E+02  0.155814E-05
  0.338000E+02  0.212369E-05
  0.342500E+02  0.265919E-05
  0.347000E+02  0.172711E-05
  0.351500E+02  0.280529E-06
  0.356000E+02  0.000000E+00
  0.360500E+02  0.000000E+00
  0.365000E+02  0.000000E+00
  0.369500E+02  0.000000E+00
  0.374000E+02  0.000000E+00
  0.378500E+02  0.000000E+00
  0.383000E+02  0.000000E+00
  0.387500E+02  0.000000E+00
  0.392000E+02  0.000000E+00
  0.396500E+02  0.000000E+00
  0.401000E+02  0.000000E+00
  0.405500E+02  0.000000E+00
  0.410000E+02  0.000000E+00
  0.414500E+02  0.000000E+00
  0.419000E+02  0.000000E+00
  0.423500E+02  0.000000E+00
  0.428000E+02  0.000000E+00
  0.432500E+02  0.000000E+00
  0.437000E+02  0.000000E+00
  0.441500E+02  0.000000E+00
  0.446000E+02  0.000000E+00
  0.450500E+02  0.000000E+00
  0.455000E+02  0.000000E+00
  0.459500E+02  0.000000E+00
  0.464000E+02  0.000000E+00
  0.468500E+02  0.000000E+00
  0.473000E+02  0.000000E+00
  0.477500E+02  0.000000E+00
  0.482000E+02  0.000000E+00
  0.486500E+02  0.000000E+00
  0.491000E+02  0.000000E+00
  0.495500E+02  0.000000E+00
  0.500000E+02  0.000000E+00
  0.000000E+00  0.000000E+00
  0.000000E+00  0.404279E-02
  0.500000E+01  0.358966E-02
  0.590000E+01  0.363833E-02
  0.635000E+01  0.347984E-02
  0.680000E+01  0.379897E-02
  0.725000E+01  0.352014E-02
  0.770000E+01  0.383967E-02
  0.815000E+01  0.368831E-02
  0.860000E+01  0.394971E-02
  0.905000E+01  0.363446E-02
  0.950000E+01  0.356331E-02
  0.995000E+01  0.371389E-02
  0.104000E+02  0.367825E-02
  0.108500E+02  0.341778E-02
  0.113000E+02  0.354728E-02
  0.117500E+02  0.388827E-02
  0.122000E+02  0.364168E-02
  0.126500E+02  0.364928E-02
  0.131000E+02  0.368765E-02
  0.135500E+02  0.372050E-02
  0.140000E+02  0.360897E-02
  0.144500E+02  0.368482E-02
  0.149000E+02  0.369510E-02
  0.153500E+02  0.388908E-02
  0.158000E+02  0.388869E-02
  0.162500E+02  0.390862E-02
  0.167000E+02  0.401524E-02
  0.171500E+02  0.404416E-02
  0.176000E+02  0.407385E-02
  0.180500E+02  0.409241E-02
  0.185000E+02  0.418841E-02
  0.189500E+02  0.425535E-02
  0.194000E+02  0.421678E-02
  0.198500E+02  0.415795E-02
  0.203000E+02  0.405052E-02
  0.207500E+02  0.379303E-02
  0.212000E+02  0.348719E-02
  0.216500E+02  0.313374E-02
  0.221000E+02  0.268596E-02
  0.225500E+02  0.227516E-02
  0.230000E+02  0.171396E-02
  0.234500E+02  0.129838E-02
  0.239000E+02  0.814287E-03
  0.243500E+02  0.424970E-03
  0.248000E+02  0.103126E-03
  0.252500E+02  0.217450E-05
  0.257000E+02  0.367328E-05
  0.261500E+02  0.152055E-05
  0.266000E+02  0.000000E+00
  0.270500E+02  0.142105E-05
  0.275000E+02  0.229155E-05
  0.279500E+02  0.399304E-05
  0.284000E+02  0.343778E-05
  0.288500E+02  0.249853E-05
  0.293000E+02  0.161492E-05
  0.297500E+02  0.783216E-06
  0.302000E+02  0.266017E-05
  0.306500E+02  0.737896E-06
  0.311000E+02  0.143339E-05
  0.315500E+02  0.139280E-05
  0.320000E+02  0.236932E-05
  0.324500E+02  0.987458E-06
  0.329000E+02  0.160105E-05
  0.333500E+02  0.155814E-05
  0.338000E+02  0.212369E-05
  0.342500E+02  0.265919E-05
  0.347000E+02  0.172711E-05
  0.351500E+02  0.280529E-06
  0.356000E+02  0.000000E+00
  0.360500E+02  0.000000E+00
  0.365000E+02  0.000000E+00
  0.369500E+02  0.000000E+00
  0.374000E+02  0.000000E+00
  0.378500E+02  0.000000E+00
  0.383000E+02  0.000000E+00
  0.387500E+02  0.000000E+00
  0.392000E+02  0.000000E+00
  0.396500E+02  0.000000E+00
  0.401000E+02  0.000000E+00
  0.405500E+02  0.000000E+00
  0.410000E+02  0.000000E+00
  0.414500E+02  0.000000E+00
  0.419000E+02  0.000000E+00
  0.423500E+02  0.000000E+00
  0.428000E+02  0.000000E+00
  0.432500E+02  0.000000E+00
  0.437000E+02  0.000000E+00
  0.441500E+02  0.000000E+00
  0.446000E+02  0.000000E+00
  0.450500E+02  0.000000E+00
  0.455000E+02  0.000000E+00
  0.459500E+02  0.000000E+00
  0.464000E+02  0.000000E+00
  0.468500E+02  0.000000E+00
  0.473000E+02  0.000000E+00
  0.477500E+02  0.000000E+00
  0.482000E+02  0.000000E+00
  0.486500E+02  0.000000E+00
  0.491000E+02  0.000000E+00
  0.495500E+02  0.000000E+00
  0.500000E+02  0.000000E+00
  0.000000E+00  0.000000E+00
